"親代1圖鑑編號","親代1繁中","親代1英文","親代1內部名稱","親代1性別","親代2圖鑑編號","親代2繁中","親代2英文","親代2內部名稱","親代2性別","子代圖鑑編號","子代繁中","子代英文","子代內部名稱","性別限定"
"98","霹靂犬","Rayhound","ThunderDog","任一","73","熱血蜥","Leezpunk Ignis","LizardMan_Fire","任一","63","精靈龍","Elphidran","FairyDragon","否"
"141","蠱刺妖","Prixter","ScorpionMan","任一","27","喵絲特","Mau","Bastet","任一","63","精靈龍","Elphidran","FairyDragon","否"
"141","蠱刺妖","Prixter","ScorpionMan","任一","1","棉悠悠","Lamball","SheepBall","任一","63","精靈龍","Elphidran","FairyDragon","否"
"10002","綠史萊姆","Green Slime","YakushimaMonster001","任一","10002","綠史萊姆","Green Slime","YakushimaMonster001","任一","10002","綠史萊姆","Green Slime","YakushimaMonster001","否"
"156","力士獒","Bulldosu","SumoDog","任一","137","歿殃","Blazamut Ryu","KingBahamut_Dragon","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"156","力士獒","Bulldosu","SumoDog","任一","200","喚夜獸","Frostallion Noct","IceHorse_Dark","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"105","川霜龍","Moldron Cryst","VolcanoDragon_Ice","任一","141","電針妖","Prixter Lux","ScorpionMan_Electric","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"159","丹烽","Knocklem Ignis","WingGolem_Fire","任一","169","曼波皇","Solmora Lux","KingSunfish_Thunder","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"124","天羽龍","Quivern","SkyDragon","任一","137","歿殃","Blazamut Ryu","KingBahamut_Dragon","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"130","日耀駒","Starryon Primo","NightBlueHorse_Neutral","任一","141","電針妖","Prixter Lux","ScorpionMan_Electric","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"72","巧克力豹冰","Polapup Terra","IceSeal_Ground","任一","159","丹烽","Knocklem Ignis","WingGolem_Fire","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"72","巧克力豹冰","Polapup Terra","IceSeal_Ground","任一","195","貝菈露潔","Bellanoir Libero","NightLady_Dark","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"72","巧克力豹冰","Polapup Terra","IceSeal_Ground","任一","137","歿殃","Blazamut Ryu","KingBahamut_Dragon","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"72","巧克力豹冰","Polapup Terra","IceSeal_Ground","任一","142","淨岩龜","Tetroise Primo","CubeTurtle_Neutral","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"72","巧克力豹冰","Polapup Terra","IceSeal_Ground","任一","200","喚夜獸","Frostallion Noct","IceHorse_Dark","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"72","巧克力豹冰","Polapup Terra","IceSeal_Ground","任一","171","獄熙龍","Eidrolon Ignis","GhostDragon_Fire","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"72","巧克力豹冰","Polapup Terra","IceSeal_Ground","任一","121","騰炎龍","Jormuntide Ignis","Umihebi_Fire","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"114","白真雪雀","Frostplume","SnowPeafowl","任一","105","川霜龍","Moldron Cryst","VolcanoDragon_Ice","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"114","白真雪雀","Frostplume","SnowPeafowl","任一","130","日耀駒","Starryon Primo","NightBlueHorse_Neutral","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"114","白真雪雀","Frostplume","SnowPeafowl","任一","188","伊西斯","Faleris Aqua","Horus_Water","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"114","白真雪雀","Frostplume","SnowPeafowl","任一","81","冰峰陶洛斯","Elgrove Cryst","GrassMinotaur_Ice","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"114","白真雪雀","Frostplume","SnowPeafowl","任一","151","桃晶鯨","Whalaska Ignis","IceNarwhal_Fire","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"134","白絨雪怪","Wumpo","Yeti","任一","105","川霜龍","Moldron Cryst","VolcanoDragon_Ice","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"134","白絨雪怪","Wumpo","Yeti","任一","130","日耀駒","Starryon Primo","NightBlueHorse_Neutral","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"134","白絨雪怪","Wumpo","Yeti","任一","188","伊西斯","Faleris Aqua","Horus_Water","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"134","白絨雪怪","Wumpo","Yeti","任一","81","冰峰陶洛斯","Elgrove Cryst","GrassMinotaur_Ice","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"134","白絨雪怪","Wumpo","Yeti","任一","132","金棘獸","Cryolinx Terra","WhiteTiger_Ground","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"134","白絨雪怪","Wumpo","Yeti","任一","151","桃晶鯨","Whalaska Ignis","IceNarwhal_Fire","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"134","白絨雪怪","Wumpo","Yeti","任一","131","寒峰獸","Pierdon Cryst","RockBeast_Ice","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"81","冰峰陶洛斯","Elgrove Cryst","GrassMinotaur_Ice","任一","111","幽焰狼","Kitsun Noct","AmaterasuWolf_Dark","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"81","冰峰陶洛斯","Elgrove Cryst","GrassMinotaur_Ice","任一","94","派克龍","Relaxaurus Lux","LazyDragon_Electric","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"81","冰峰陶洛斯","Elgrove Cryst","GrassMinotaur_Ice","任一","85","鬼刃武士","Bushi Noct","Ronin_Dark","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"81","冰峰陶洛斯","Elgrove Cryst","GrassMinotaur_Ice","任一","141","電針妖","Prixter Lux","ScorpionMan_Electric","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"81","冰峰陶洛斯","Elgrove Cryst","GrassMinotaur_Ice","任一","89","櫻麗娜","Petallia Ignis","FlowerDoll_Fire","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"132","冰棘獸","Cryolinx","WhiteTiger","任一","159","丹烽","Knocklem Ignis","WingGolem_Fire","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"132","冰棘獸","Cryolinx","WhiteTiger","任一","138","咒心岩傀","Dualith Noct","GrassGolem_Dark","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"132","冰棘獸","Cryolinx","WhiteTiger","任一","142","淨岩龜","Tetroise Primo","CubeTurtle_Neutral","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"132","冰棘獸","Cryolinx","WhiteTiger","任一","186","黑月女王","Lyleen Noct","LilyQueen_Dark","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"132","冰棘獸","Cryolinx","WhiteTiger","任一","157","織夜鹿","Celesdir Noct","WhiteDeer_Dark","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"132","冰棘獸","Cryolinx","WhiteTiger","任一","121","騰炎龍","Jormuntide Ignis","Umihebi_Fire","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"122","朱雀","Suzaku","Suzaku","任一","137","歿殃","Blazamut Ryu","KingBahamut_Dragon","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"122","朱雀","Suzaku","Suzaku","任一","200","喚夜獸","Frostallion Noct","IceHorse_Dark","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"186","百合女王","Lyleen","LilyQueen","任一","132","冰棘獸","Cryolinx","WhiteTiger","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"186","百合女王","Lyleen","LilyQueen","任一","135","恐炬靈","Sootseer","CandleGhost","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"186","百合女王","Lyleen","LilyQueen","任一","169","曼波皇","Solmora Lux","KingSunfish_Thunder","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"186","百合女王","Lyleen","LilyQueen","任一","110","梁葉龍","Braloha","Plesiosaur","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"186","百合女王","Lyleen","LilyQueen","任一","178","梅杜娜","Venusa","SnakeGirl","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"186","百合女王","Lyleen","LilyQueen","任一","87","雪猛獁","Mammorest Cryst","GrassMammoth_Ice","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"186","百合女王","Lyleen","LilyQueen","任一","146","傑諾路達","Xenogard","WhiteAlienDragon","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"186","百合女王","Lyleen","LilyQueen","任一","115","紫狐嬌","Majex","DarkFlameFox","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"186","百合女王","Lyleen","LilyQueen","任一","80","雷鳴鳥","Helzephyr Lux","HadesBird_Electric","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"186","百合女王","Lyleen","LilyQueen","任一","129","熔岩獸","Reptyro","VolcanicMonster","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"186","百合女王","Lyleen","LilyQueen","任一","185","暴電熊","Grizzbolt","ElecPanda","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"186","百合女王","Lyleen","LilyQueen","任一","104","燧火鳥","Ragnahawk","RedArmorBird","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"160","艾基魯迦","Silvegis","WhiteShieldDragon","任一","97","炙燈魚","Ghangler Ignis","GhostAnglerfish_Fire","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"160","艾基魯迦","Silvegis","WhiteShieldDragon","任一","154","金馳獸","Gildane","GoldenHorse","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"160","艾基魯迦","Silvegis","WhiteShieldDragon","任一","99","金鎧蠍","Menasting Terra","DarkScorpion_Ground","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"160","艾基魯迦","Silvegis","WhiteShieldDragon","任一","105","流焰龍","Moldron","VolcanoDragon","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"160","艾基魯迦","Silvegis","WhiteShieldDragon","任一","151","涼晶鯨","Whalaska","IceNarwhal","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"160","艾基魯迦","Silvegis","WhiteShieldDragon","任一","122","清雀","Suzaku Aqua","Suzaku_Water","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"160","艾基魯迦","Silvegis","WhiteShieldDragon","任一","116","絹笠蛾","Sibelyx Primo","WhiteMoth_Neutral","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"180","妖燄燈","Loomen","LanternButler","任一","105","川霜龍","Moldron Cryst","VolcanoDragon_Ice","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"180","妖燄燈","Loomen","LanternButler","任一","174","昭炎狐","Flaracle","FoxExorcist","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"180","妖燄燈","Loomen","LanternButler","任一","151","桃晶鯨","Whalaska Ignis","IceNarwhal_Fire","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"180","妖燄燈","Loomen","LanternButler","任一","137","焰煌","Blazamut","KingBahamut","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"180","妖燄燈","Loomen","LanternButler","任一","161","馭雷馬","Azurmane","BlueThunderHorse","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"175","沁蓮龍","Ophydia","LotusDragon","任一","132","冰棘獸","Cryolinx","WhiteTiger","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"175","沁蓮龍","Ophydia","LotusDragon","任一","135","恐炬靈","Sootseer","CandleGhost","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"175","沁蓮龍","Ophydia","LotusDragon","任一","108","海誓龍","Broncherry Aqua","SakuraSaurus_Water","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"175","沁蓮龍","Ophydia","LotusDragon","任一","169","曼波皇","Solmora Lux","KingSunfish_Thunder","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"175","沁蓮龍","Ophydia","LotusDragon","任一","110","梁葉龍","Braloha","Plesiosaur","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"175","沁蓮龍","Ophydia","LotusDragon","任一","87","雪猛獁","Mammorest Cryst","GrassMammoth_Ice","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"175","沁蓮龍","Ophydia","LotusDragon","任一","146","傑諾路達","Xenogard","WhiteAlienDragon","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"175","沁蓮龍","Ophydia","LotusDragon","任一","115","紫狐嬌","Majex","DarkFlameFox","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"175","沁蓮龍","Ophydia","LotusDragon","任一","129","熔岩獸","Reptyro","VolcanicMonster","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"175","沁蓮龍","Ophydia","LotusDragon","任一","104","燧火鳥","Ragnahawk","RedArmorBird","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"195","貝菈諾娃","Bellanoir","NightLady","任一","99","金鎧蠍","Menasting Terra","DarkScorpion_Ground","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"195","貝菈諾娃","Bellanoir","NightLady","任一","113","格魯力斯","Warsect Terra","HerculesBeetle_Ground","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"195","貝菈諾娃","Bellanoir","NightLady","任一","96","疾霜鳥","Beakon Cryst","ThunderBird_Ice","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"195","貝菈諾娃","Bellanoir","NightLady","任一","129","寒霜獸","Reptyro Cryst","VolcanicMonster_Ice","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"195","貝菈諾娃","Bellanoir","NightLady","任一","116","絹笠蛾","Sibelyx Primo","WhiteMoth_Neutral","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"195","貝菈諾娃","Bellanoir","NightLady","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"195","貝菈諾娃","Bellanoir","NightLady","任一","121","覆海龍","Jormuntide","Umihebi","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"94","佩克龍","Relaxaurus","LazyDragon","任一","159","丹烽","Knocklem Ignis","WingGolem_Fire","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"94","佩克龍","Relaxaurus","LazyDragon","任一","195","貝菈露潔","Bellanoir Libero","NightLady_Dark","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"94","佩克龍","Relaxaurus","LazyDragon","任一","142","淨岩龜","Tetroise Primo","CubeTurtle_Neutral","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"94","佩克龍","Relaxaurus","LazyDragon","任一","200","喚夜獸","Frostallion Noct","IceHorse_Dark","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"94","佩克龍","Relaxaurus","LazyDragon","任一","186","黑月女王","Lyleen Noct","LilyQueen_Dark","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"94","佩克龍","Relaxaurus","LazyDragon","任一","171","獄熙龍","Eidrolon Ignis","GhostDragon_Fire","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"94","佩克龍","Relaxaurus","LazyDragon","任一","121","騰炎龍","Jormuntide Ignis","Umihebi_Fire","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"170","兔繡袖","Lapure","SleeveRabbit","任一","130","日耀駒","Starryon Primo","NightBlueHorse_Neutral","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"170","兔繡袖","Lapure","SleeveRabbit","任一","188","伊西斯","Faleris Aqua","Horus_Water","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"170","兔繡袖","Lapure","SleeveRabbit","任一","81","冰峰陶洛斯","Elgrove Cryst","GrassMinotaur_Ice","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"170","兔繡袖","Lapure","SleeveRabbit","任一","132","金棘獸","Cryolinx Terra","WhiteTiger_Ground","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"170","兔繡袖","Lapure","SleeveRabbit","任一","139","阿努比斯","Anubis","Anubis","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"170","兔繡袖","Lapure","SleeveRabbit","任一","131","寒峰獸","Pierdon Cryst","RockBeast_Ice","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"170","兔繡袖","Lapure","SleeveRabbit","任一","137","焰煌","Blazamut","KingBahamut","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"170","兔繡袖","Lapure","SleeveRabbit","任一","161","馭雷馬","Azurmane","BlueThunderHorse","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"170","兔繡袖","Lapure","SleeveRabbit","任一","158","魔淵龍","Astegon","BlackMetalDragon","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"138","咒心岩傀","Dualith Noct","GrassGolem_Dark","任一","169","曼波皇","Solmora Lux","KingSunfish_Thunder","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"130","夜冥駒","Starryon","NightBlueHorse","任一","195","貝菈露潔","Bellanoir Libero","NightLady_Dark","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"130","夜冥駒","Starryon","NightBlueHorse","任一","137","歿殃","Blazamut Ryu","KingBahamut_Dragon","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"130","夜冥駒","Starryon","NightBlueHorse","任一","200","喚夜獸","Frostallion Noct","IceHorse_Dark","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"130","夜冥駒","Starryon","NightBlueHorse","任一","171","獄熙龍","Eidrolon Ignis","GhostDragon_Fire","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"194","夜蔓爵","Dandilord","FlowerPrince","任一","156","力士獒","Bulldosu","SumoDog","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"194","夜蔓爵","Dandilord","FlowerPrince","任一","124","天羽龍","Quivern","SkyDragon","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"194","夜蔓爵","Dandilord","FlowerPrince","任一","122","朱雀","Suzaku","Suzaku","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"194","夜蔓爵","Dandilord","FlowerPrince","任一","106","咕咕桑葩","Palumba","TropicalOstrich","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"194","夜蔓爵","Dandilord","FlowerPrince","任一","130","夜冥駒","Starryon","NightBlueHorse","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"194","夜蔓爵","Dandilord","FlowerPrince","任一","143","妮瞅莎","Nyafia","BadCatgirl","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"194","夜蔓爵","Dandilord","FlowerPrince","任一","150","面懼","Omascul","MysteryMask","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"194","夜蔓爵","Dandilord","FlowerPrince","任一","41","碧月龍","Azurobe Cryst","BlueDragon_Ice","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"194","夜蔓爵","Dandilord","FlowerPrince","任一","181","綴夜星","Wistella","MoonChild","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"194","夜蔓爵","Dandilord","FlowerPrince","任一","152","踏春兔","Verdash","GrassRabbitMan","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"194","夜蔓爵","Dandilord","FlowerPrince","任一","148","魅愛莉","Nitemary","GhostRabbit","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"194","夜蔓爵","Dandilord","FlowerPrince","任一","120","縛乃伊","Gildra","MummyPal","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"176","拉比耶爾","Dupin","ClownRabbit","任一","97","炙燈魚","Ghangler Ignis","GhostAnglerfish_Fire","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"176","拉比耶爾","Dupin","ClownRabbit","任一","154","金馳獸","Gildane","GoldenHorse","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"176","拉比耶爾","Dupin","ClownRabbit","任一","153","幽戀娜","Splatterina","GrimGirl","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"176","拉比耶爾","Dupin","ClownRabbit","任一","94","派克龍","Relaxaurus Lux","LazyDragon_Electric","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"176","拉比耶爾","Dupin","ClownRabbit","任一","105","流焰龍","Moldron","VolcanoDragon","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"176","拉比耶爾","Dupin","ClownRabbit","任一","142","重岩龜","Tetroise","CubeTurtle","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"176","拉比耶爾","Dupin","ClownRabbit","任一","151","涼晶鯨","Whalaska","IceNarwhal","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"176","拉比耶爾","Dupin","ClownRabbit","任一","122","清雀","Suzaku Aqua","Suzaku_Water","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"187","波魯傑克斯","Orserk","ThunderDragonMan","任一","156","力士獒","Bulldosu","SumoDog","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"187","波魯傑克斯","Orserk","ThunderDragonMan","任一","72","巧克力豹冰","Polapup Terra","IceSeal_Ground","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"187","波魯傑克斯","Orserk","ThunderDragonMan","任一","94","佩克龍","Relaxaurus","LazyDragon","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"187","波魯傑克斯","Orserk","ThunderDragonMan","任一","130","夜冥駒","Starryon","NightBlueHorse","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"187","波魯傑克斯","Orserk","ThunderDragonMan","任一","150","面懼","Omascul","MysteryMask","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"187","波魯傑克斯","Orserk","ThunderDragonMan","任一","99","冥鎧蠍","Menasting","DarkScorpion","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"187","波魯傑克斯","Orserk","ThunderDragonMan","任一","108","海誓龍","Broncherry Aqua","SakuraSaurus_Water","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"187","波魯傑克斯","Orserk","ThunderDragonMan","任一","80","雷冥鳥","Helzephyr","HadesBird","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"187","波魯傑克斯","Orserk","ThunderDragonMan","任一","181","綴夜星","Wistella","MoonChild","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"187","波魯傑克斯","Orserk","ThunderDragonMan","任一","131","磐峰獸","Pierdon","RockBeast","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"187","波魯傑克斯","Orserk","ThunderDragonMan","任一","152","踏春兔","Verdash","GrassRabbitMan","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"187","波魯傑克斯","Orserk","ThunderDragonMan","任一","120","縛乃伊","Gildra","MummyPal","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"202","空渦龍","Jetragon","JetDragon","任一","156","力士獒","Bulldosu","SumoDog","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"202","空渦龍","Jetragon","JetDragon","任一","124","天羽龍","Quivern","SkyDragon","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"202","空渦龍","Jetragon","JetDragon","任一","122","朱雀","Suzaku","Suzaku","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"202","空渦龍","Jetragon","JetDragon","任一","106","咕咕桑葩","Palumba","TropicalOstrich","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"202","空渦龍","Jetragon","JetDragon","任一","130","夜冥駒","Starryon","NightBlueHorse","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"202","空渦龍","Jetragon","JetDragon","任一","150","面懼","Omascul","MysteryMask","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"202","空渦龍","Jetragon","JetDragon","任一","80","雷冥鳥","Helzephyr","HadesBird","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"202","空渦龍","Jetragon","JetDragon","任一","41","碧月龍","Azurobe Cryst","BlueDragon_Ice","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"202","空渦龍","Jetragon","JetDragon","任一","181","綴夜星","Wistella","MoonChild","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"202","空渦龍","Jetragon","JetDragon","任一","152","踏春兔","Verdash","GrassRabbitMan","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"202","空渦龍","Jetragon","JetDragon","任一","148","魅愛莉","Nitemary","GhostRabbit","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"202","空渦龍","Jetragon","JetDragon","任一","120","縛乃伊","Gildra","MummyPal","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"154","金馳獸","Gildane","GoldenHorse","任一","132","金棘獸","Cryolinx Terra","WhiteTiger_Ground","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"154","金馳獸","Gildane","GoldenHorse","任一","139","阿努比斯","Anubis","Anubis","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"154","金馳獸","Gildane","GoldenHorse","任一","54","凌角馬","Univolt Cryst","Kirin_Ice","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"154","金馳獸","Gildane","GoldenHorse","任一","96","疾霜鳥","Beakon Cryst","ThunderBird_Ice","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"154","金馳獸","Gildane","GoldenHorse","任一","138","雙心岩傀","Dualith","GrassGolem","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"99","金鎧蠍","Menasting Terra","DarkScorpion_Ground","任一","113","格魯力斯","Warsect Terra","HerculesBeetle_Ground","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"99","金鎧蠍","Menasting Terra","DarkScorpion_Ground","任一","129","寒霜獸","Reptyro Cryst","VolcanicMonster_Ice","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
"99","金鎧蠍","Menasting Terra","DarkScorpion_Ground","任一","116","絹笠蛾","Sibelyx Primo","WhiteMoth_Neutral","任一","134","綠苔絨怪","Wumpo Botan","Yeti_Grass","否"
